Tract,Income,Population,Population Density,Unemployment (%),Under 18 Population,Under 5 Population,Non-White (%),School Enrollment,Non-Hispanic and Non-Black (%),Highschool Graduate (%),Poverty Rate (%),Owner Occupied,Renter Occupied,Owner Occupied (%),Renter Occupied (%),65 years and over,Under 18 (%),Under 5 (%),65 years and over (%),School Enrollment (%)
232200,66498,16474,2132.7814628770684,3.3,4160,1525,43.51098700983368,2710,36.099999999999994,21.4,11.6,3321,2905,53.340828782524895,46.659171217475105,762,0.2525191210392133,0.09257011047711546,0.04625470438266359,0.16450163894621828
232301,47302,12938,1294.7342844027748,6.1,5301,1275,37.687432369763485,3986,12.0,38.2,21.6,1902,1698,52.83333333333333,47.16666666666667,544,0.4097232957180399,0.09854691606121503,0.04204668418611841,0.3080847117019632
232302,69185,12014,2600.1953737111376,7.6,3701,1250,42.03429332,2489,6.399999999999999,31.5,11.4,2382,759,75.83572110792741,24.164278892072588,664,0.30805726652239057,0.10404528050607624,0.0552688530048277,0.20717496254369902
232401,62730,9255,1631.8990414258533,11.1,2620,479,37.622906537007026,2333,13.999999999999996,24.5,13.3,1971,581,77.23354231974922,22.766457680250785,480,0.2830902215018909,0.0517558076715289,0.05186385737439222,0.25207995678011885
232402,54051,4121,7532.933703736268,11.9,1220,176,40.81533608347488,1034,14.8,30.9,14.9,713,595,54.510703363914374,45.489296636085626,376,0.2960446493569522,0.04270808056297015,0.09123999029361805,0.25090997330744963
232403,46346,4674,5917.316575881032,4.2,1311,360,31.57894736842105,987,5.999999999999993,34.5,18.9,680,794,46.13297150610583,53.86702849389417,334,0.2804878048780488,0.07702182284980745,0.07145913564398802,0.21116816431322208
232500,39316,4060,911.6191537660744,1.9,880,293,29.852216748768473,602,14.0,34.2,21.8,478,449,51.56418554476807,48.43581445523193,494,0.21674876847290642,0.07216748768472907,0.12167487684729064,0.1482758620689655
232600,60650,3138,1327.9537096292931,7.5,878,215,13.511790949649455,592,15.199999999999998,27.6,18.0,722,175,80.49052396878483,19.50947603121516,386,0.27979604843849587,0.06851497769279796,0.12300828553218611,0.18865519439133205
232701,32226,7825,4341.792964494982,10.0,2438,892,25.54632587859425,1584,3.999999999999997,24.1,30.4,827,1652,33.36022589753933,66.63977410246066,468,0.31156549520766774,0.11399361022364217,0.05980830670926517,0.20242811501597444
232702,37920,5334,3056.706907357331,6.4,1610,457,37.15785526809149,1271,8.8,34.1,24.9,312,1566,16.61341853035144,83.38658146964856,469,0.30183727034120733,0.08567679040119985,0.08792650918635171,0.23828271466066742
